Date : 2024-10-01 13:07:49
Directory : /Users/2398768715qq.com/GitHub/ITMO-Labs
Total : 1579 files,  270183 codes, 14017 comments, 17115 blanks, all 301315 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/.idea/vcs.xml                                                                                    | XML             |          6 |          0 |          0 |          6 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/.idea/webContexts.xml                                                                            | XML             |         14 |          0 |          0 |         14 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/.idea/workspace.xml                                                                              | XML             |        298 |          0 |          0 |        298 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/Lab3.iml                                                                                         | XML             |         21 |          0 |          0 |         21 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/pom.xml                                                                                          | XML             |        103 |         26 |          6 |        135 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/java/Data/Dot.java                                                                      | Java            |         22 |          0 |          8 |         30 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/java/Data/Dots.java                                                                     | Java            |         36 |          0 |          7 |         43 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/java/Data/DotsTable.java                                                                | Java            |         35 |          0 |          4 |         39 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/java/Data/NumberDot.java                                                                | Java            |         45 |          0 |          4 |         49 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/java/Data/UserDate.java                                                                 | Java            |         40 |          0 |          8 |         48 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/java/Data/Validator.java                                                                | Java            |         21 |          0 |          3 |         24 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/java/DataBase/DataBaseStorage.java                                                      | Java            |         60 |          1 |          6 |         67 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/java/DataBase/DataBaseStorage1.java                                                     | Java            |          1 |         33 |          2 |         36 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/resources/META-INF/beans.xml                                                            | XML             |          7 |          0 |          1 |          8 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/resources/META-INF/persistence.xml                                                      | XML             |          8 |          0 |          2 |         10 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/webapp/WEB-INF/faces-config.xml                                                         | XML             |         14 |          0 |          1 |         15 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/webapp/WEB-INF/web.xml                                                                  | XML             |         18 |         12 |          2 |         32 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/webapp/index.xhtml                                                                      | HTML            |         38 |          0 |          7 |         45 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/webapp/main.xhtml                                                                       | HTML            |        116 |          2 |         10 |        128 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/webapp/resources/CSS/index_style.css                                                    | CSS             |        102 |          0 |         24 |        126 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/webapp/resources/CSS/main_style.css                                                     | CSS             |        139 |          0 |         34 |        173 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/webapp/resources/Components/clock.html                                                  | HTML            |          3 |          8 |          5 |         16 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/webapp/resources/Components/graph.html                                                  | HTML            |          2 |          0 |          1 |          3 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/webapp/resources/JS/clock_drawer.js                                                     | JavaScript      |         96 |          9 |          9 |        114 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/webapp/resources/JS/formHandler.js                                                      | JavaScript      |         25 |          2 |          6 |         33 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/webapp/resources/JS/graph_drawer.js                                                     | JavaScript      |        134 |         23 |         27 |        184 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/webapp/templates/index_template.xhtml                                                   | HTML            |         24 |          0 |          6 |         30 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/webapp/templates/main_template.xhtml                                                    | HTML            |         36 |          0 |         14 |         50 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/src/main/webapp/web/WEB-INF/web.xml                                                              | XML             |          6 |          0 |          0 |          6 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/WEB-INF/classes/Data/Dot.class                                          | Java            |         39 |          0 |          0 |         39 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/WEB-INF/classes/Data/Dots.class                                         | Java            |         70 |          0 |          0 |         70 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/WEB-INF/classes/Data/DotsTable.class                                    | Java            |         49 |          0 |          0 |         49 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/WEB-INF/classes/Data/NumberDot.class                                    | Java            |         36 |          0 |          0 |         36 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/WEB-INF/classes/Data/UserDate.class                                     | Java            |         34 |          0 |          0 |         34 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/WEB-INF/classes/Data/Validator.class                                    | Java            |         36 |          0 |          0 |         36 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/WEB-INF/classes/DataBase/DataBaseStorage.class                          | Java            |         37 |          0 |          1 |         38 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/WEB-INF/classes/DataBase/DataBaseStorage1.class                         | Java            |         23 |          0 |          0 |         23 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/WEB-INF/classes/META-INF/beans.xml                                      | XML             |          7 |          0 |          1 |          8 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/WEB-INF/classes/META-INF/persistence.xml                                | XML             |          8 |          0 |          2 |         10 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/WEB-INF/faces-config.xml                                                | XML             |         14 |          0 |          1 |         15 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/WEB-INF/web.xml                                                         | XML             |         18 |         12 |          2 |         32 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/index.xhtml                                                             | HTML            |         38 |          0 |          7 |         45 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/main.xhtml                                                              | HTML            |        116 |          2 |         10 |        128 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/resources/CSS/index_style.css                                           | CSS             |        102 |          0 |         24 |        126 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/resources/CSS/main_style.css                                            | CSS             |        139 |          0 |         34 |        173 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/resources/Components/clock.html                                         | HTML            |          3 |          8 |          5 |         16 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/resources/Components/graph.html                                         | HTML            |          2 |          0 |          1 |          3 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/resources/JS/clock_drawer.js                                            | JavaScript      |         96 |          9 |          9 |        114 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/resources/JS/formHandler.js                                             | JavaScript      |         25 |          2 |          6 |         33 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/resources/JS/graph_drawer.js                                            | JavaScript      |        134 |         23 |         27 |        184 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/templates/index_template.xhtml                                          | HTML            |         24 |          0 |          6 |         30 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/templates/main_template.xhtml                                           | HTML            |         36 |          0 |         14 |         50 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/Lab3-1.0-SNAPSHOT/web/WEB-INF/web.xml                                                     | XML             |          6 |          0 |          0 |          6 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/classes/Data/Dot.class                                                                    | Java            |         39 |          0 |          0 |         39 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/classes/Data/Dots.class                                                                   | Java            |         70 |          0 |          0 |         70 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/classes/Data/DotsTable.class                                                              | Java            |         49 |          0 |          0 |         49 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/classes/Data/NumberDot.class                                                              | Java            |         36 |          0 |          0 |         36 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/classes/Data/UserDate.class                                                               | Java            |         34 |          0 |          0 |         34 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/classes/Data/Validator.class                                                              | Java            |         36 |          0 |          0 |         36 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/classes/DataBase/DataBaseStorage.class                                                    | Java            |         37 |          0 |          1 |         38 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/classes/DataBase/DataBaseStorage1.class                                                   | Java            |         23 |          0 |          0 |         23 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/classes/META-INF/beans.xml                                                                | XML             |          7 |          0 |          1 |          8 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3/target/classes/META-INF/persistence.xml                                                          | XML             |          8 |          0 |          2 |         10 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/.idea/ant.xml                                                                                 | XML             |          6 |          0 |          0 |          6 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/.idea/artifacts/lab3_war.xml                                                                  | XML             |          8 |          0 |          0 |          8 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/.idea/artifacts/lab3_war_exploded.xml                                                         | XML             |         30 |          0 |          0 |         30 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/.idea/compiler.xml                                                                            | XML             |         14 |          0 |          0 |         14 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/.idea/jarRepositories.xml                                                                     | XML             |         20 |          0 |          0 |         20 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/.idea/jpa-buddy.xml                                                                           | XML             |          7 |          0 |          0 |          7 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/.idea/libraries/lib.xml                                                                       | XML             |         10 |          0 |          0 |         10 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/.idea/misc.xml                                                                                | XML             |         15 |          0 |          0 |         15 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/.idea/vcs.xml                                                                                 | XML             |          6 |          0 |          0 |          6 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/build.xml                                                                                     | XML             |         55 |          0 |          9 |         64 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/build/classes/Data/Dot.class                                                                  | Java            |         31 |          0 |          0 |         31 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/build/classes/Data/Dots.class                                                                 | Java            |         55 |          0 |          0 |         55 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/build/classes/Data/DotsTable.class                                                            | Java            |         30 |          1 |          0 |         31 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/build/classes/Data/NumberDot.class                                                            | Java            |         26 |          0 |          0 |         26 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/build/classes/Data/Timer.class                                                                | Java            |         28 |          0 |          0 |         28 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/build/classes/Data/UserDate.class                                                             | Java            |         21 |          0 |          0 |         21 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/build/classes/Data/Validator.class                                                            | Java            |         35 |          0 |          0 |         35 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/build/classes/Data/ValidatorInput.class                                                       | Java            |         14 |          0 |          0 |         14 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/build/classes/Data/ValidatorInputY.class                                                      | Java            |         15 |          0 |          0 |         15 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/build/classes/DataBase/DataBaseStorage.class                                                  | Java            |         34 |          0 |          1 |         35 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/lab3.iml                                                                                      | XML             |         85 |          0 |          0 |         85 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/WEB-INF/classes/Data/Dot.class                                | Java            |         40 |          0 |          0 |         40 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/WEB-INF/classes/Data/Dots.class                               | Java            |         55 |          0 |          0 |         55 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/WEB-INF/classes/Data/DotsTable.class                          | Java            |         66 |          0 |          0 |         66 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/WEB-INF/classes/Data/NumberDot.class                          | Java            |         27 |          0 |          0 |         27 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/WEB-INF/classes/Data/Timer.class                              | Java            |         49 |          0 |          0 |         49 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/WEB-INF/classes/Data/UserDate.class                           | Java            |         34 |          0 |          0 |         34 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/WEB-INF/classes/Data/Validator.class                          | Java            |         16 |          0 |          0 |         16 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/WEB-INF/classes/Data/ValidatorInput.class                     | Java            |         26 |          0 |          0 |         26 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/WEB-INF/classes/Data/ValidatorInputY.class                    | Java            |         21 |          0 |          0 |         21 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/WEB-INF/classes/DataBase/DataBaseStorage.class                | Java            |         40 |          0 |          0 |         40 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/WEB-INF/classes/hibernate.cfg.xml                             | XML             |         14 |          0 |          0 |         14 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/WEB-INF/faces-config.xml                                      | XML             |         14 |          0 |          3 |         17 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/WEB-INF/web.xml                                               | XML             |          9 |          0 |          0 |          9 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/index.xhtml                                                   | HTML            |         42 |          0 |          1 |         43 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/main.xhtml                                                    | HTML            |         96 |          2 |          5 |        103 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/resources/clock/clock.html                                    | HTML            |          2 |          0 |          1 |          3 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/resources/clock/textClock.html                                | HTML            |          2 |          0 |          1 |          3 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/resources/css/indexPage.css                                   | CSS             |         36 |          0 |          1 |         37 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/resources/css/main.css                                        | CSS             |          3 |          0 |          1 |          4 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/resources/js/Ea.js                                            | JavaScript      |         67 |          7 |          4 |         78 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/resources/js/as1.js                                           | JavaScript      |          3 |          0 |          0 |          3 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/resources/js/bg.js                                            | JavaScript      |        134 |         15 |          8 |        157 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/resources/js/clockPen.js                                      | JavaScript      |        111 |          9 |          8 |        128 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/resources/js/dotsPen.js                                       | JavaScript      |         67 |          7 |          4 |         78 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/resources/js/graphDrawsPen.js                                 | JavaScript      |        138 |         15 |          7 |        160 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/resources/js/number.js                                        | JavaScript      |          0 |          0 |          1 |          1 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/resources/js/textClock.js                                     | JavaScript      |         15 |          0 |          0 |         15 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/resources/main_result_graph/graph.xhtml                       | HTML            |          2 |          0 |          1 |          3 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/structure/main_layout.xhtml                                   | HTML            |         29 |          0 |          6 |         35 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_Web_exploded/structure/start_layout.xhtml                                  | HTML            |         24 |          0 |          6 |         30 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/WEB-INF/classes/Data/Dot.class                                | Java            |         40 |          0 |          0 |         40 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/WEB-INF/classes/Data/Dots.class                               | Java            |         55 |          0 |          0 |         55 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/WEB-INF/classes/Data/DotsTable.class                          | Java            |         66 |          0 |          0 |         66 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/WEB-INF/classes/Data/NumberDot.class                          | Java            |         27 |          0 |          0 |         27 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/WEB-INF/classes/Data/Timer.class                              | Java            |         49 |          0 |          0 |         49 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/WEB-INF/classes/Data/UserDate.class                           | Java            |         34 |          0 |          0 |         34 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/WEB-INF/classes/Data/Validator.class                          | Java            |         16 |          0 |          0 |         16 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/WEB-INF/classes/Data/ValidatorInput.class                     | Java            |         26 |          0 |          0 |         26 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/WEB-INF/classes/Data/ValidatorInputY.class                    | Java            |         21 |          0 |          0 |         21 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/WEB-INF/classes/DataBase/DataBaseStorage.class                | Java            |         40 |          0 |          0 |         40 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/WEB-INF/classes/hibernate.cfg.xml                             | XML             |         14 |          0 |          0 |         14 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/WEB-INF/faces-config.xml                                      | XML             |         14 |          0 |          3 |         17 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/WEB-INF/web.xml                                               | XML             |          9 |          0 |          0 |          9 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/index.xhtml                                                   | HTML            |         42 |          0 |          1 |         43 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/main.xhtml                                                    | HTML            |         96 |          2 |          5 |        103 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/resources/clock/clock.html                                    | HTML            |          2 |          0 |          1 |          3 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/resources/clock/textClock.html                                | HTML            |          2 |          0 |          1 |          3 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/resources/css/indexPage.css                                   | CSS             |         36 |          0 |          1 |         37 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/resources/css/main.css                                        | CSS             |          3 |          0 |          1 |          4 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/resources/js/Ea.js                                            | JavaScript      |         67 |          7 |          4 |         78 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/resources/js/as1.js                                           | JavaScript      |          3 |          0 |          0 |          3 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/resources/js/bg.js                                            | JavaScript      |        134 |         15 |          8 |        157 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/resources/js/clockPen.js                                      | JavaScript      |        111 |          9 |          8 |        128 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/resources/js/dotsPen.js                                       | JavaScript      |         67 |          7 |          4 |         78 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/resources/js/graphDrawsPen.js                                 | JavaScript      |        138 |         15 |          7 |        160 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/resources/js/number.js                                        | JavaScript      |          0 |          0 |          1 |          1 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/resources/js/textClock.js                                     | JavaScript      |         15 |          0 |          0 |         15 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/resources/main_result_graph/graph.xhtml                       | HTML            |          2 |          0 |          1 |          3 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/structure/main_layout.xhtml                                   | HTML            |         29 |          0 |          6 |         35 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/out/artifacts/lab3_war_exploded/structure/start_layout.xhtml                                  | HTML            |         24 |          0 |          6 |         30 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/pom.xml                                                                                       | XML             |         64 |          0 |          4 |         68 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/src/main/java/Data/Dot.java                                                                   | Java            |         20 |          0 |          8 |         28 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/src/main/java/Data/Dots.java                                                                  | Java            |         45 |          0 |          9 |         54 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/src/main/java/Data/DotsTable.java                                                             | Java            |         35 |          0 |          4 |         39 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/src/main/java/Data/NumberDot.java                                                             | Java            |         46 |          0 |          4 |         50 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/src/main/java/Data/Timer.java                                                                 | Java            |         23 |          0 |          5 |         28 |
| /Users/2398768715qq.com/GitHub/ITMO-Labs/WebProgramming/Lab3new/src/main/java/Data/UserDate.java                                                              | Java            |         40 |          0 |          8 |         48 |
